point	county_name	state_name
34.289811568859804, -81.60011988794463	Newberry County	South Carolina
44.06634585286314, -98.62967507337123	Jerauld County	South Dakota
44.022011527731856, -96.6709219877506	Moody County	South Dakota
35.42175255409276, -88.61346173216431	Chester County	Tennessee
36.169520767896806, -86.78485106667189	Davidson County	Tennessee
35.21727467226152, -87.39558466744435	Lawrence County	Tennessee
36.34499808576396, -85.28808137226571	Overton County	Tennessee
33.61529411718088, -98.68767479844612	Archer County	Texas
31.32649672872439, -99.86396247720425	Concho County	Texas
32.76657889281038, -96.77779405896347	Dallas County	Texas
27.681333020364622, -98.50890617728831	Duval County	Texas
32.54813316648635, -94.37148663791088	Harrison County	Texas
29.853744979605924, -94.15343609654988	Jefferson County	Texas
33.17682440908496, -101.81612390781726	Lynn County	Texas
29.355696094522585, -99.11013107980719	Medina County	Texas
27.735048777774505, -97.51623469962506	Nueces County	Texas
30.79271992266474, -94.83002497576051	Polk County	Texas
31.155194543694446, -98.81755124399888	San Saba County	Texas
31.827879319073954, -101.05000803775673	Sterling County	Texas
27.761062447482946, -99.33156533031494	Webb County	Texas
37.85489215734738, -111.44326910383438	Garfield County	Utah
37.28041687967772, -113.50467373295886	Washington County	Utah
37.78777768583023, -80.00617491062624	Alleghany County	Virginia
36.73155395366763, -80.7339028091456	Carroll County	Virginia
37.01162028353356, -78.66164357449209	Charlotte County	Virginia
38.273727372733646, -77.15645315732586	King George County	Virginia
36.680360761812175, -78.36269463470997	Mecklenburg County	Virginia
38.61942270370931, -78.4843985316633	Page County	Virginia
38.11280440772604, -76.79986194060729	Westmoreland County	Virginia
37.04876268016331, -76.29538422241981	Hampton city	Virginia
37.78253040564375, -79.44389445308485	Lexington city	Virginia
48.482076033695556, -121.8016067357467	Skagit County	Washington
38.69987292027677, -80.71928797241416	Braxton County	West Virginia
39.50999506641101, -80.24339829809423	Marion County	West Virginia
39.86061264626334, -80.66338648198756	Marshall County	West Virginia
39.46527759331011, -80.88482511684106	Tyler County	West Virginia
45.032629747649096, -87.02895705206396	Door County	Wisconsin
42.75117428175042, -87.69608092095926	Racine County	Wisconsin
18.21191522210174, -66.0507655609363	Caguas Municipio	Puerto Rico
18.173708338616848, -66.1609266047519	Cidra Municipio	Puerto Rico
18.187526789230986, -65.86931708691708	Las Piedras Municipio	Puerto Rico
18.37794428130631, -67.08076226510978	Moca Municipio	Puerto Rico
18.211030353196012, -65.73609461228297	Naguabo Municipio	Puerto Rico
18.024445213385963, -66.72794647041462	Peñuelas Municipio	Puerto Rico
18.455700543345696, -66.39660311140072	Vega Baja Municipio	Puerto Rico
18.328601710252098, -64.9670828516516	St. Thomas Island	United States Virgin Islands
40.46878905834773, -79.98121732696988	Allegheny County	Pennsylvania
41.51307098237363, -79.23601578102151	Forest County	Pennsylvania
40.769832538061195, -77.0701711028113	Snyder County	Pennsylvania
32.9881099960391, -81.35820146487238	Allendale County	South Carolina
44.97785297525545, -97.18861852942204	Codington County	South Dakota
45.367151559486516, -97.6074089886948	Day County	South Dakota
35.49061592458924, -86.07476286946466	Coffee County	Tennessee
35.65425722530044, -88.38798730257044	Henderson County	Tennessee
35.44264513220245, -84.25280084821385	Monroe County	Tennessee
33.674557841349255, -85.5187679455732	Cleburne County	Alabama
34.70043381342632, -87.80498562934996	Colbert County	Alabama
55.22452101330599, -161.94722876656544	Aleutians East Borough	Alaska
31.879637054702112, -109.75126316402003	Cochise County	Arizona
33.66398672907123, -93.3071537614321	Nevada County	Arkansas
35.447898551836204, -93.03452395564814	Pope County	Arkansas
35.3874489246958, -120.45219074332091	San Luis Obispo County	California
34.53825110054625, -120.03101108912033	Santa Barbara County	California
39.2690075296138, -121.3512628767464	Yuba County	California
40.09246467097541, -105.3577045383941	Boulder County	Colorado
37.28658197505646, -107.84327073159353	La Plata County	Colorado
41.82697446974881, -71.9769254477126	Northeastern Connecticut Planning Region	Connecticut
30.132460682033525, -85.63319100267506	Bay County	Florida
29.55176615006167, -83.22849519053582	Dixie County	Florida
29.75389545091194, -84.80259358936794	Franklin County	Florida
26.55341572876944, -81.1658955956683	Hendry County	Florida
33.961718367289436, -84.02361549690526	Gwinnett County	Georgia
37.70647420989613, -83.0649153190045	Magoffin County	Kentucky
37.469048470959166, -82.39586285704107	Pike County	Kentucky
29.634681120674305, -91.47298877281388	St. Mary Parish	Louisiana
45.031107500798754, -83.16520114466793	Alpena County	Michigan
46.69970946654561, -88.35218032001248	Baraga County	Michigan
44.6445874677369, -86.30062613015343	Benzie County	Michigan
43.990673898129685, -84.38824629194272	Gladwin County	Michigan
45.525121354648014, -87.50968415706438	Menominee County	Michigan
48.2454637344528, -93.7833745497834	Koochiching County	Minnesota
47.32647612668874, -96.45527799416963	Norman County	Minnesota
33.283825059317934, -90.94732039738359	Washington County	Mississippi
38.83551666212924, -91.92602044287644	Callaway County	Missouri
35.84785550824743, -84.52324245933745	Roane County	Tennessee
36.287874065579764, -83.8375139367491	Union County	Tennessee
36.154694408577434, -86.29734783143937	Wilson County	Tennessee
33.60414244797886, -102.8284357575721	Cochran County	Texas
32.429926440393274, -97.83225807475606	Hood County	Texas
32.59930913722237, -96.28779467342392	Kaufman County	Texas
33.181415175302185, -100.77756943392912	Kent County	Texas
32.74631480918992, -100.91640712367123	Scurry County	Texas
33.179124280210075, -100.25330554660952	Stonewall County	Texas
33.17297473266672, -102.82779612207624	Yoakum County	Texas
44.72753920268475, -71.73588174810818	Essex County	Vermont
37.33602560272418, -77.9761373570414	Amelia County	Virginia
37.269273977614546, -80.06799034371838	Roanoke County	Virginia
46.19180075076454, -117.20307512524083	Asotin County	Washington
47.63964654407972, -122.6491764005228	Kitsap County	Washington
47.35053516077328, -123.18300973568854	Mason County	Washington
48.829616122006584, -121.87281308528223	Whatcom County	Washington
38.83446816746148, -81.67479449644159	Jackson County	West Virginia
37.378501569816294, -81.65358361800187	McDowell County	West Virginia
39.17826748308098, -81.06294727496525	Ritchie County	West Virginia
45.06940792666665, -91.27988597727995	Chippewa County	Wisconsin
18.08363310106473, -66.94331167202851	Sabana Grande Municipio	Puerto Rico
18.147997224900195, -65.97645476576024	San Lorenzo Municipio	Puerto Rico
18.125264596880026, -65.4323048701477	Vieques Municipio	Puerto Rico
38.385163036157415, -93.79275014107024	Henry County	Missouri
46.965329833668164, -104.24894403783674	Wibaux County	Montana
42.63678149649331, -97.89189706417498	Knox County	Nebraska
42.2092885846475, -97.11926022833215	Wayne County	Nebraska
40.95968845453273, -74.07420747698659	Bergen County	New Jersey
41.03434967172114, -74.30087043102331	Passaic County	New Jersey
34.57419170818385, -103.34702974679227	Curry County	New Mexico
42.49351060761215, -75.61157864133625	Chenango County	New York
40.63436525833855, -73.95022612304173	Kings County	New York
36.07660496661502, -81.92260136639675	Avery County	North Carolina
35.3688184775493, -78.86931194641981	Harnett County	North Carolina
35.15102077168992, -76.66946236201377	Pamlico County	North Carolina
46.9401260790828, -103.84656565893367	Golden Valley County	North Dakota
47.454190416327435, -97.16155485425232	Traill County	North Dakota
40.30164458726861, -81.92005558869214	Coshocton County	Ohio
39.9695460272634, -83.00929249827597	Franklin County	Ohio
40.388473432086236, -83.76585220515105	Logan County	Ohio
40.44094511140479, -81.47375228372432	Tuscarawas County	Ohio
35.98765281038709, -99.00792190873341	Dewey County	Oklahoma
36.79614403054025, -97.786124242558	Grant County	Oklahoma
44.48869985517793, -122.534361764602	Linn County	Oregon
31.76262254619178, -84.75419178592257	Randolph County	Georgia
31.05363246330833, -82.42367570148674	Ware County	Georgia
39.545832291741256, -89.27725227118512	Christian County	Illinois
39.00269787496041, -87.75955114009497	Crawford County	Illinois
41.85195553165669, -88.08559430735647	DuPage County	Illinois
39.05978197228379, -88.58985340562477	Effingham County	Illinois
37.992292737192905, -88.92416554621921	Franklin County	Illinois
39.2610229227409, -89.92445508680932	Macoupin County	Illinois
37.47127149496803, -89.25512740038347	Union County	Illinois
40.84883397461437, -90.61503763801251	Warren County	Illinois
37.73025295467464, -88.92992446128953	Williamson County	Illinois
38.364276401671304, -86.87980227628756	Dubois County	Indiana
43.06004139668135, -92.31766356170859	Chickasaw County	Iowa
43.05991151238285, -92.78900208442991	Floyd County	Iowa
41.03345220789804, -95.62132670484823	Mills County	Iowa
39.82649905571689, -95.56421980014996	Brown County	Kansas
39.48029753412602, -97.64928203833625	Cloud County	Kansas
38.23683803087704, -95.7341119736738	Coffey County	Kansas
39.783447625139374, -96.01410199375785	Nemaha County	Kansas
30.26637696980111, -98.39986509082821	Blanco County	Texas
31.900416965565952, -97.6343428201744	Bosque County	Texas
33.44575718857384, -94.42333253847197	Bowie County	Texas
31.869172540771785, -102.54274920661227	Ector County	Texas
28.657095304088973, -97.42649224000728	Goliad County	Texas
30.543471153611545, -95.98550281987275	Grimes County	Texas
33.667262325501504, -95.57120094974158	Lamar County	Texas
28.35137116949617, -98.12478577521875	Live Oak County	Texas
30.889781957656364, -99.82063597281287	Menard County	Texas
31.615952160799527, -94.61586931526938	Nacogdoches County	Texas
35.40503464777681, -102.60287063206819	Oldham County	Texas
32.870339235362884, -95.79337640067713	Rains County	Texas
28.008811248402264, -97.51830612740113	San Patricio County	Texas
31.36873018784517, -102.04303502357655	Upton County	Texas
41.72244434092575, -111.74361827636379	Cache County	Utah
39.073285673836324, -113.1007005994198	Millard County	Utah
38.74777579805292, -111.80451736930871	Sevier County	Utah
44.46104258097369, -73.08124968047362	Chittenden County	Vermont
37.14306252005535, -78.0512642031585	Nottoway County	Virginia
36.82129770938779, -79.39711927924334	Pittsylvania County	Virginia
38.858304291742755, -78.57085202644704	Shenandoah County	Virginia
36.97522232037838, -82.62120454495383	Wise County	Virginia
36.69532979931445, -77.53561001027448	Emporia city	Virginia
39.31706513380785, -78.61416844286059	Hampshire County	West Virginia
45.70555765694089, -89.52182000381781	Oneida County	Wisconsin
45.211543860781795, -90.50125267951753	Taylor County	Wisconsin
15.19926521610548, 145.77737929275597	Saipan Municipality	Commonwealth of the Northern Mariana Islands
18.179732577951466, -66.75395683532896	Adjuntas Municipio	Puerto Rico
17.95859016679432, -66.04185538073142	Arroyo Municipio	Puerto Rico
18.44957634314453, -66.48772736741289	Manatí Municipio	Puerto Rico
18.002726564791534, -66.60725861847882	Ponce Municipio	Puerto Rico
17.735613403734305, -64.74793574960171	St. Croix Island	United States Virgin Islands
38.8435398673182, -92.81011916876332	Cooper County	Missouri
39.06555714372993, -93.7854896261184	Lafayette County	Missouri
39.78210303943876, -93.54827928469162	Livingston County	Missouri
40.47890838013755, -93.0161273299086	Putnam County	Missouri
39.52767030536394, -91.52202409569787	Ralls County	Missouri
37.85058154777599, -94.34244155987876	Vernon County	Missouri
40.47913684126001, -94.42210190474458	Worth County	Missouri
45.423382350868366, -107.48985256798034	Big Horn County	Montana
40.17583057424527, -100.47686473162834	Red Willow County	Nebraska
42.91933133129417, -72.25117526784838	Cheshire County	New Hampshire
35.05135537784395, -106.67019975991914	Bernalillo County	New Mexico
43.46388722320786, -76.20870326943071	Oswego County	New York
40.654674643125446, -73.8407962323502	Queens County	New York
41.15154557572081, -73.75338657828976	Westchester County	New York
36.043709773016346, -79.39942484429181	Alamance County	North Carolina
48.343675201790234, -103.48018585272078	Williams County	North Dakota
40.137676795473226, -83.76951563171491	Champaign County	Ohio
39.916716360498135, -83.78436835500884	Clark County	Ohio
39.19554337429881, -84.54275273473897	Hamilton County	Ohio
40.66154495206503, -83.65947335200738	Hardin County	Ohio
39.76595875645026, -81.45556055266968	Noble County	Ohio
40.84236405598907, -83.30437811124591	Wyandot County	Ohio
36.218380860652935, -99.75461823976063	Ellis County	Oklahoma
35.64660647084212, -95.96426456152183	Okmulgee County	Oklahoma
36.747902205729666, -101.49010004405476	Texas County	Oklahoma
45.232666049672034, -123.30816472494708	Yamhill County	Oregon
41.64878738738274, -75.30323681573005	Wayne County	Pennsylvania
34.51930136441835, -82.63775849388117	Anderson County	South Carolina
33.9161723126936, -80.38231624927928	Sumter County	South Carolina
44.41448045241898, -98.27810974642445	Beadle County	South Dakota
43.674824493431075, -97.78733123602936	Hanson County	South Dakota
43.67417827009899, -96.79143626478024	Minnehaha County	South Dakota
35.97317869550735, -88.45026109082566	Carroll County	Tennessee
36.13502460435493, -84.64920391840549	Morgan County	Tennessee
30.863681606068482, -83.91931339877077	Thomas County	Georgia
22.011079928096013, -159.7054381835779	Kauai County	Hawaii
42.284787159526886, -111.32973873975119	Bear Lake County	Idaho
47.2175377387016, -116.6586542546862	Benewah County	Idaho
40.81811393194698, -90.9251086420605	Henderson County	Illinois
42.32435029062761, -88.4524196627659	McHenry County	Illinois
40.78805433679957, -89.76004604319213	Peoria County	Illinois
40.2275252636228, -85.39689943101831	Delaware County	Indiana
38.02178266043935, -87.86847551141453	Posey County	Indiana
39.430638671718185, -87.38996447661656	Vigo County	Indiana
40.73768285511385, -93.78628141773935	Decatur County	Iowa
42.036241250851184, -94.39681806464819	Greene County	Iowa
41.483923842260396, -91.11275606797118	Muscatine County	Iowa
37.50731502735859, -94.85181135276338	Crawford County	Kansas
39.37899567027642, -96.34235533590359	Pottawatomie County	Kansas
